ID,ID_Tipo_de_impressora,Ultima_manutencao,Data_de_aquisicao,Disponibilidade,Em_uso,Possui_defeito
400,Brother 7065dn,17/2/2024,17/4/2023,Não,Não,Sim
401,HP 1015,6/12/2024,19/4/2023,Sim,Não,Não
402,HP P2055dn,24/8/2024,20/2/2022,Sim,Não,Não
403,HP M1212nf,7/1/2024,27/12/2023,Não,Sim,Não
404,HP P2055dn,1/7/2024,3/4/2023,Sim,Não,Não
405,Kyocera M2040dn,22/9/2024,13/5/2021,Não,Sim,Não
406,HP 1015,24/8/2024,27/3/2021,Não,Não,Sim
407,HP P2055dn,23/2/2024,20/12/2022,Não,Sim,Não
408,Brother 8952dw,24/5/2024,7/12/2021,Sim,Não,Não
409,Brother 8157dn,7/10/2024,1/6/2021,Não,Sim,Não
410,Brother 8952dw,16/12/2024,11/4/2021,Sim,Não,Não
411,HP P1606dn,27/11/2024,24/8/2021,Sim,Não,Não
412,HP P2055dn,13/6/2024,18/11/2021,Sim,Não,Não
413,HP Pro M127fn,13/12/2024,27/9/2020,Sim,Não,Não
414,Brother L5652dn,2/12/2024,28/11/2020,Sim,Não,Não
415,Brother L5652dn,9/3/2024,6/12/2021,Sim,Não,Não
416,HP 1015,8/3/2024,22/2/2023,Sim,Não,Não
417,HP M1212nf,24/2/2024,25/7/2023,Não,Não,Sim
418,HP P2055dn,27/10/2024,14/8/2023,Sim,Não,Não
419,Brother 8157dn,9/3/2024,3/6/2020,Sim,Não,Não
420,HP 1015,17/1/2024,28/6/2020,Não,Sim,Não
421,Brother 8952dw,4/4/2024,22/8/2020,Sim,Não,Não
422,Kyocera M2040dn,4/9/2024,20/7/2021,Sim,Não,Não
423,Brother 7065dn,3/4/2024,19/4/2021,Sim,Não,Não
424,Kyocera M2040dn,15/6/2024,24/8/2023,Sim,Não,Não
425,Brother 7065dn,1/1/2024,10/9/2023,Sim,Não,Não
426,Brother 8157dn,26/10/2024,2/3/2021,Sim,Não,Não
427,HP M1212nf,22/3/2024,11/1/2023,Não,Sim,Não
428,HP Pro M127fn,5/10/2024,27/5/2023,Sim,Não,Não
429,Brother 7065dn,22/4/2024,5/2/2023,Não,Sim,Não
430,Brother L5652dn,1/8/2024,19/6/2023,Sim,Não,Não
431,Brother 8952dw,23/3/2024,23/11/2020,Sim,Não,Não
432,Brother 8952dw,28/7/2024,15/11/2023,Sim,Não,Não
433,Brother 7065dn,12/11/2024,18/2/2020,Sim,Não,Não
434,HP Pro M201dw,23/8/2024,14/1/2023,Sim,Não,Não
435,HP P2055dn,22/2/2024,15/6/2023,Não,Sim,Não
436,HP P2055dn,13/1/2024,1/12/2021,Sim,Não,Não
437,HP 1015,20/4/2024,20/7/2023,Não,Não,Sim
438,Brother L5652dn,18/6/2024,9/4/2022,Não,Sim,Não
439,Kyocera M2040dn,15/11/2024,22/7/2021,Sim,Não,Não
440,Brother 7065dn,18/4/2024,10/3/2021,Sim,Não,Não
441,HP P2055dn,26/5/2024,26/9/2021,Sim,Não,Não
442,HP MFP M225dw,2/1/2024,21/4/2022,Sim,Não,Não
443,Brother L5652dn,1/2/2024,15/5/2022,Sim,Não,Não
444,HP M1212nf,18/4/2024,9/11/2021,Sim,Não,Não
445,HP P2055dn,21/11/2024,12/6/2021,Não,Não,Sim
446,HP Pro M201dw,8/7/2024,20/10/2020,Sim,Não,Não
447,HP M1212nf,20/7/2024,6/1/2021,Não,Sim,Não
448,HP MFP M225dw,12/12/2024,15/9/2022,Não,Não,Sim
449,HP M1212nf,9/9/2024,7/5/2021,Sim,Não,Não
450,Brother 7065dn,27/5/2024,19/10/2022,Não,Não,Sim
451,HP P2055dn,24/10/2024,9/11/2020,Não,Sim,Sim
452,HP M1212nf,3/5/2024,28/12/2023,Sim,Não,Não
453,HP P2055dn,11/11/2024,21/4/2020,Não,Sim,Não
454,HP P2055dn,11/11/2024,8/7/2023,Não,Sim,Não
455,Brother 8952dw,16/7/2024,28/6/2021,Sim,Não,Não
456,HP MFP M225dw,26/12/2024,19/11/2023,Não,Sim,Sim
457,HP P1606dn,22/10/2024,16/2/2022,Sim,Não,Não
458,Brother L5652dn,27/7/2024,15/3/2023,Não,Sim,Sim
459,HP 1015,25/12/2024,6/2/2022,Sim,Não,Não
460,Kyocera M2040dn,22/3/2024,1/4/2020,Sim,Não,Não
461,HP MFP M225dw,10/1/2024,15/12/2022,Sim,Não,Não
462,HP P2055dn,3/7/2024,24/7/2020,Sim,Não,Não
463,Brother 8952dw,25/2/2024,17/2/2021,Sim,Não,Não
464,HP MFP M225dw,18/3/2024,24/11/2022,Sim,Não,Não
465,HP P2055dn,22/8/2024,19/4/2020,Sim,Não,Não
466,HP 1015,19/3/2024,5/12/2023,Sim,Não,Não
467,HP 400M425dn,25/9/2024,15/6/2021,Sim,Não,Não
468,Brother 8952dw,17/4/2024,13/11/2022,Sim,Não,Não
469,Brother 8157dn,18/4/2024,28/4/2023,Sim,Não,Não
470,Brother 8952dw,23/9/2024,20/1/2023,Sim,Não,Não
471,HP P2055dn,27/12/2024,2/9/2022,Sim,Não,Não
472,HP M1212nf,4/9/2024,17/10/2022,Sim,Não,Não
473,HP 1015,6/7/2024,17/10/2020,Sim,Não,Não
474,HP M1212nf,28/7/2024,13/5/2023,Sim,Não,Não
475,HP M1212nf,24/3/2024,19/2/2021,Sim,Não,Não
476,HP 1015,22/4/2024,4/6/2021,Não,Sim,Não
477,Brother 8157dn,11/10/2024,9/6/2021,Não,Não,Sim
478,HP P2055dn,26/6/2024,17/8/2021,Não,Não,Sim
479,HP 400M425dn,28/2/2024,7/7/2022,Não,Sim,Não
480,HP Pro M201dw,27/4/2024,4/10/2023,Sim,Não,Não
481,Brother 8157dn,28/11/2024,21/5/2022,Sim,Não,Não
482,HP 400M425dn,21/10/2024,5/12/2023,Sim,Não,Não
483,Brother L5652dn,21/3/2024,17/5/2023,Não,Não,Sim
484,Kyocera M2040dn,11/4/2024,24/4/2020,Sim,Não,Não
485,Brother 8157dn,4/3/2024,17/1/2020,Sim,Não,Não
486,Brother 8157dn,21/7/2024,23/3/2020,Não,Não,Sim
487,Brother 8157dn,15/10/2024,10/10/2020,Não,Sim,Não
488,HP MFP M225dw,3/4/2024,26/12/2023,Sim,Não,Não
489,HP M1212nf,17/3/2024,20/12/2021,Sim,Não,Não
490,Brother 8157dn,27/5/2024,11/9/2023,Sim,Não,Não
491,Brother 8157dn,8/12/2024,8/12/2022,Sim,Não,Não
492,HP M1212nf,22/9/2024,25/9/2023,Sim,Não,Não
493,HP MFP M225dw,3/4/2024,1/12/2021,Sim,Não,Não
494,Kyocera M2040dn,16/6/2024,21/9/2022,Não,Sim,Não
495,HP 1015,19/5/2024,22/4/2022,Sim,Não,Não
496,Brother 8157dn,7/12/2024,4/7/2021,Sim,Não,Não
497,Kyocera M2040dn,18/2/2024,11/7/2023,Sim,Não,Não
498,HP P1606dn,8/9/2024,20/4/2020,Sim,Não,Não
499,HP P2055dn,10/2/2024,26/3/2020,Sim,Não,Não
500,Kyocera M2040dn,18/3/2024,12/10/2022,Sim,Não,Não
501,HP P1606dn,8/11/2024,24/3/2021,Sim,Não,Não
502,HP MFP M225dw,27/4/2024,11/5/2022,Não,Sim,Não
503,Brother L5652dn,27/1/2024,14/6/2022,Sim,Não,Não
504,HP Pro M127fn,20/5/2024,19/6/2021,Sim,Não,Não
505,HP P2055dn,23/8/2024,6/11/2021,Não,Sim,Não
506,HP M1212nf,15/1/2024,27/4/2020,Não,Sim,Não
507,Brother 8157dn,23/4/2024,10/1/2023,Não,Sim,Não
508,Brother L5652dn,2/10/2024,22/6/2023,Não,Sim,Não
509,Brother L5652dn,4/12/2024,7/12/2023,Sim,Não,Não
510,Brother 7065dn,5/2/2024,2/1/2021,Sim,Não,Não
511,Brother 8952dw,28/10/2024,4/6/2020,Não,Sim,Não
512,HP Pro M127fn,18/8/2024,20/6/2021,Sim,Não,Não
513,Kyocera M2040dn,20/6/2024,14/1/2022,Sim,Não,Não
514,HP P2055dn,20/1/2024,5/7/2021,Sim,Não,Não
515,HP Pro M127fn,14/1/2024,4/6/2020,Sim,Não,Não
516,Brother 8157dn,28/5/2024,4/12/2023,Sim,Não,Não
517,Brother 7065dn,11/6/2024,8/3/2020,Sim,Não,Não
518,HP P2055dn,10/1/2024,23/7/2020,Sim,Não,Não
519,Brother 8157dn,4/5/2024,23/10/2021,Sim,Não,Não
520,HP Pro M127fn,12/3/2024,13/7/2023,Sim,Não,Não
521,Brother 8952dw,2/2/2024,6/7/2023,Não,Sim,Não
522,Brother L5652dn,17/10/2024,16/6/2022,Sim,Não,Não
523,HP M1212nf,4/3/2024,23/9/2021,Sim,Não,Não
524,HP P2055dn,1/10/2024,7/3/2021,Sim,Não,Não
525,HP P2055dn,23/8/2024,7/8/2020,Sim,Não,Não
526,Brother 8952dw,23/10/2024,12/2/2023,Sim,Não,Não
527,Brother 8157dn,13/10/2024,21/1/2021,Sim,Não,Não
528,Brother 8157dn,9/9/2024,15/5/2022,Sim,Não,Não
529,Brother 7065dn,17/10/2024,10/11/2020,Sim,Não,Não
530,Brother 7065dn,25/5/2024,13/10/2020,Sim,Não,Não
531,Brother 8157dn,13/11/2024,23/6/2023,Sim,Não,Não
532,HP M1212nf,13/11/2024,19/7/2022,Sim,Não,Não
533,HP MFP M225dw,17/10/2024,15/7/2021,Sim,Não,Não
534,HP 1015,9/1/2024,2/4/2023,Sim,Não,Não
535,HP M1212nf,4/8/2024,19/1/2020,Sim,Não,Não
536,Brother 8952dw,20/12/2024,10/2/2020,Não,Não,Sim
537,Kyocera M2040dn,2/6/2024,17/11/2023,Sim,Não,Não
538,HP MFP M225dw,23/12/2024,21/3/2023,Não,Sim,Não
539,Brother 8157dn,4/7/2024,21/7/2020,Sim,Não,Não
540,Kyocera M2040dn,16/1/2024,2/6/2021,Não,Sim,Não
541,HP P2055dn,5/11/2024,11/2/2021,Sim,Não,Não
542,Brother 8952dw,19/1/2024,7/8/2021,Sim,Não,Não
543,HP MFP M225dw,14/7/2024,25/6/2022,Sim,Não,Não
544,Brother 7065dn,7/4/2024,20/9/2020,Não,Sim,Não
545,HP P1606dn,4/3/2024,26/3/2021,Não,Sim,Não
546,HP Pro M127fn,18/8/2024,19/7/2020,Sim,Não,Não
547,Brother 7065dn,2/9/2024,3/2/2020,Sim,Não,Não
548,HP 1015,14/3/2024,5/7/2021,Sim,Não,Não
549,HP MFP M225dw,3/7/2024,15/4/2021,Não,Não,Sim
550,HP P2055dn,12/1/2024,25/8/2020,Sim,Não,Não
551,HP 1015,12/9/2024,6/9/2023,Sim,Não,Não
552,HP M1212nf,15/6/2024,10/7/2021,Sim,Não,Não
553,HP 400M425dn,28/8/2024,23/6/2020,Sim,Não,Não
554,HP P2055dn,4/3/2024,13/7/2022,Não,Não,Sim
555,Brother 7065dn,19/10/2024,21/5/2021,Sim,Não,Não
556,Brother 7065dn,12/4/2024,16/3/2023,Sim,Não,Não
557,HP M1212nf,2/7/2024,10/10/2022,Sim,Não,Não
558,HP MFP M225dw,14/2/2024,16/1/2022,Sim,Não,Não
559,HP M1212nf,21/12/2024,7/1/2020,Sim,Não,Não
560,HP Pro M127fn,3/10/2024,9/3/2023,Sim,Não,Não
561,Brother 7065dn,8/1/2024,22/9/2022,Sim,Não,Não
562,HP M1212nf,19/1/2024,19/8/2020,Sim,Não,Não
563,Brother 8952dw,17/6/2024,4/1/2020,Sim,Não,Não
564,HP P2055dn,11/7/2024,12/8/2023,Sim,Não,Não
565,Brother 8952dw,5/11/2024,1/2/2023,Não,Sim,Não
566,Brother L5652dn,4/4/2024,6/5/2021,Sim,Não,Não
567,HP 1015,7/8/2024,9/1/2023,Sim,Não,Não
568,HP 1015,4/12/2024,10/9/2020,Sim,Não,Não
569,Brother 8952dw,17/4/2024,7/9/2020,Sim,Não,Não
570,HP M1212nf,22/12/2024,14/10/2021,Não,Sim,Não
571,Brother L5652dn,2/3/2024,27/6/2021,Sim,Não,Não
572,HP M1212nf,4/8/2024,12/10/2020,Não,Não,Sim
573,HP 1015,21/7/2024,20/7/2020,Sim,Não,Não
574,HP P2055dn,6/7/2024,15/1/2021,Não,Sim,Sim
575,HP M1212nf,6/8/2024,20/1/2021,Não,Sim,Não
576,Brother 7065dn,28/4/2024,8/1/2020,Sim,Não,Não
577,HP 1015,19/1/2024,2/7/2023,Não,Sim,Não
578,Brother 8952dw,22/3/2024,19/6/2023,Sim,Não,Não
579,HP Pro M127fn,22/3/2024,1/6/2020,Sim,Não,Não
580,HP Pro M127fn,15/5/2024,20/9/2022,Sim,Não,Não
581,HP Pro M127fn,18/8/2024,12/11/2020,Sim,Não,Não
582,Brother L5652dn,11/6/2024,9/8/2020,Sim,Não,Não
583,Brother L5652dn,8/7/2024,19/12/2021,Não,Sim,Não
584,Kyocera M2040dn,8/10/2024,2/11/2022,Não,Sim,Não
585,Brother L5652dn,19/8/2024,23/1/2023,Sim,Não,Não
586,HP Pro M127fn,9/9/2024,6/12/2020,Sim,Não,Não
587,Brother L5652dn,12/1/2024,4/7/2020,Não,Sim,Não
588,HP MFP M225dw,20/5/2024,28/6/2023,Sim,Não,Não
589,HP 400M425dn,23/2/2024,3/10/2021,Sim,Não,Não
590,Brother 8157dn,9/4/2024,3/5/2022,Não,Sim,Não
591,Brother L5652dn,1/7/2024,21/4/2023,Sim,Não,Não
592,Kyocera M2040dn,6/1/2024,3/6/2023,Sim,Não,Não
593,HP Pro M201dw,23/11/2024,11/6/2022,Não,Sim,Não
594,HP MFP M225dw,6/9/2024,27/11/2021,Não,Sim,Não
595,HP P1606dn,26/9/2024,16/9/2023,Não,Não,Sim
596,HP M1212nf,22/7/2024,26/5/2020,Não,Não,Sim
597,HP 1015,10/3/2024,20/12/2022,Sim,Não,Não
598,HP M1212nf,24/11/2024,20/1/2022,Sim,Não,Não
599,HP 1015,24/6/2024,15/11/2020,Sim,Não,Não
600,HP 1015,5/6/2024,1/2/2021,Sim,Não,Não
601,HP P2055dn,1/5/2024,1/6/2022,Não,Não,Sim
602,Brother 8157dn,9/10/2024,1/3/2021,Não,Sim,Não
603,Kyocera M2040dn,27/12/2024,8/8/2020,Não,Sim,Não
604,HP M1212nf,28/6/2024,12/3/2022,Sim,Não,Não
605,Kyocera M2040dn,2/9/2024,8/2/2022,Não,Sim,Não
606,Brother 7065dn,9/10/2024,10/8/2020,Sim,Não,Não
607,Kyocera M2040dn,9/2/2024,1/1/2021,Sim,Não,Não
608,HP P2055dn,22/4/2024,27/8/2023,Sim,Não,Não
609,HP P2055dn,7/3/2024,15/11/2020,Sim,Não,Não
610,Brother 8952dw,10/9/2024,25/4/2021,Sim,Não,Não
611,Brother 7065dn,5/8/2024,26/10/2023,Sim,Não,Não
612,Brother 7065dn,11/12/2024,28/2/2023,Sim,Não,Não
613,HP P1606dn,20/3/2024,14/2/2023,Sim,Não,Não
614,HP P2055dn,23/2/2024,25/9/2021,Sim,Não,Não
615,Brother 8157dn,23/6/2024,16/3/2020,Sim,Não,Não
616,HP Pro M127fn,7/8/2024,12/4/2020,Sim,Não,Não
617,HP MFP M225dw,7/7/2024,9/1/2020,Não,Sim,Não
618,HP Pro M201dw,8/8/2024,6/12/2023,Sim,Não,Não
619,Brother 8952dw,3/5/2024,9/8/2023,Não,Sim,Não
620,HP P2055dn,4/10/2024,4/12/2022,Não,Sim,Não
621,Kyocera M2040dn,7/7/2024,20/7/2021,Sim,Não,Não
622,HP Pro M127fn,12/11/2024,15/10/2020,Sim,Não,Não
623,HP P1606dn,15/10/2024,27/9/2023,Não,Sim,Não
624,Brother L5652dn,16/12/2024,1/2/2022,Não,Não,Sim
625,HP P1606dn,23/4/2024,28/3/2023,Sim,Não,Não
626,Brother 8952dw,7/2/2024,21/9/2021,Não,Sim,Não
627,Brother 7065dn,3/7/2024,22/2/2022,Não,Sim,Não
628,HP 1015,17/2/2024,17/7/2021,Não,Sim,Não
629,Brother 8952dw,6/8/2024,11/11/2020,Não,Sim,Não
630,Brother 8952dw,15/4/2024,25/2/2021,Sim,Não,Não
631,Kyocera M2040dn,9/8/2024,22/5/2021,Sim,Não,Não
632,Brother 8157dn,17/12/2024,10/6/2022,Sim,Não,Não
633,Kyocera M2040dn,4/2/2024,6/3/2020,Sim,Não,Não
634,Brother L5652dn,7/7/2024,6/10/2022,Sim,Não,Não
635,Brother 8157dn,8/10/2024,13/8/2022,Não,Sim,Não
636,Brother L5652dn,18/5/2024,13/12/2020,Sim,Não,Não
637,HP 1015,21/11/2024,28/8/2021,Sim,Não,Não
638,HP M1212nf,14/7/2024,19/8/2023,Sim,Não,Não
639,Brother 7065dn,27/7/2024,2/8/2021,Sim,Não,Não
640,HP 1015,17/4/2024,5/1/2020,Não,Sim,Não
641,HP M1212nf,12/2/2024,21/5/2020,Sim,Não,Não
642,Brother 7065dn,13/1/2024,21/7/2021,Sim,Não,Não
643,HP Pro M127fn,16/5/2024,27/6/2020,Não,Sim,Não
644,Kyocera M2040dn,19/7/2024,6/12/2020,Sim,Não,Não
645,Brother 8952dw,8/12/2024,6/10/2023,Sim,Não,Não
646,HP 1015,17/4/2024,5/6/2023,Não,Não,Sim
647,HP P2055dn,26/10/2024,17/2/2023,Sim,Não,Não
648,Brother 7065dn,7/4/2024,8/8/2022,Sim,Não,Não
649,HP P1606dn,8/7/2024,12/4/2022,Não,Sim,Não
650,Brother 7065dn,6/1/2024,2/7/2022,Sim,Não,Não
651,HP P2055dn,13/10/2024,18/4/2021,Sim,Não,Não
652,HP M1212nf,10/3/2024,6/8/2022,Sim,Não,Não
653,Brother 8157dn,12/11/2024,27/5/2023,Sim,Não,Não
654,Brother 7065dn,22/4/2024,20/11/2021,Sim,Não,Não
655,Kyocera M2040dn,17/9/2024,19/12/2023,Sim,Não,Não
656,Brother 8157dn,11/12/2024,19/12/2021,Sim,Não,Não
657,Brother 8157dn,2/9/2024,13/4/2023,Sim,Não,Não
658,HP P2055dn,5/9/2024,6/2/2021,Sim,Não,Não
659,Brother 8157dn,9/9/2024,16/1/2023,Não,Sim,Não
660,Brother L5652dn,22/5/2024,13/5/2022,Sim,Não,Não
661,Brother 8157dn,5/10/2024,17/10/2023,Sim,Não,Não
662,Kyocera M2040dn,12/2/2024,27/1/2021,Sim,Não,Não
663,HP 1015,22/8/2024,25/10/2023,Não,Não,Sim
664,Brother 8157dn,25/8/2024,12/3/2022,Não,Sim,Não
665,HP P2055dn,20/2/2024,8/10/2022,Sim,Não,Não
666,HP 1015,8/11/2024,11/11/2022,Sim,Não,Não
667,HP Pro M127fn,21/3/2024,26/8/2023,Sim,Não,Não
668,Brother 8157dn,4/2/2024,3/8/2020,Não,Não,Sim
669,Brother L5652dn,4/1/2024,7/7/2020,Não,Sim,Não
670,HP P2055dn,18/2/2024,20/11/2021,Não,Sim,Não
671,HP P2055dn,5/6/2024,10/3/2021,Não,Sim,Não
672,HP P1606dn,2/3/2024,4/4/2020,Sim,Não,Não
673,Brother 8157dn,12/1/2024,3/5/2020,Sim,Não,Não
674,HP M1212nf,15/5/2024,2/3/2021,Sim,Não,Não
675,HP P1606dn,15/8/2024,18/12/2021,Sim,Não,Não
676,Brother 8157dn,21/3/2024,15/5/2021,Sim,Não,Não
677,HP M1212nf,11/10/2024,5/9/2021,Sim,Não,Não
678,Brother L5652dn,17/5/2024,16/12/2021,Sim,Não,Não
679,HP MFP M225dw,27/3/2024,25/5/2023,Não,Sim,Não
680,Brother 7065dn,19/6/2024,2/1/2021,Sim,Não,Não
681,HP 1015,5/4/2024,10/4/2020,Sim,Não,Não
682,HP M1212nf,6/12/2024,13/10/2020,Sim,Não,Não
683,Kyocera M2040dn,13/9/2024,11/2/2021,Sim,Não,Não
684,HP P2055dn,28/12/2024,10/11/2022,Sim,Não,Não
685,HP P2055dn,8/10/2024,24/9/2021,Sim,Não,Não
686,HP P2055dn,8/7/2024,24/4/2020,Sim,Não,Não
687,HP M1212nf,8/5/2024,2/4/2021,Sim,Não,Não
688,HP MFP M225dw,28/10/2024,1/10/2021,Não,Sim,Não
689,Brother 8157dn,7/9/2024,14/5/2021,Sim,Não,Não
690,Brother 8157dn,18/1/2024,12/3/2023,Sim,Não,Não
691,HP Pro M127fn,13/8/2024,3/3/2023,Sim,Não,Não
692,Brother 8952dw,20/7/2024,11/8/2020,Sim,Não,Não
693,Brother 8952dw,24/5/2024,16/12/2021,Sim,Não,Não
694,Kyocera M2040dn,22/4/2024,6/10/2022,Não,Não,Sim
695,HP P2055dn,7/10/2024,27/8/2023,Sim,Não,Não
696,HP MFP M225dw,21/5/2024,15/5/2023,Não,Não,Sim
697,HP P2055dn,1/7/2024,9/10/2020,Sim,Não,Não
698,Brother 7065dn,24/10/2024,4/1/2021,Não,Sim,Não
699,HP P2055dn,10/5/2024,4/6/2023,Sim,Não,Não
700,HP M1212nf,3/2/2024,12/5/2021,Sim,Não,Não
701,HP 400M425dn,18/12/2024,6/11/2023,Sim,Não,Não
702,Brother 7065dn,5/9/2024,22/5/2020,Sim,Não,Não
703,HP P2055dn,6/2/2024,3/7/2023,Sim,Não,Não
704,Brother L5652dn,13/1/2024,26/9/2021,Sim,Não,Não
705,HP P2055dn,16/10/2024,5/10/2020,Sim,Não,Não
706,HP Pro M127fn,9/4/2024,28/2/2020,Sim,Não,Não
707,HP 400M425dn,26/5/2024,25/3/2022,Não,Não,Sim
708,HP MFP M225dw,20/8/2024,20/11/2022,Sim,Não,Não
709,Brother 8952dw,18/12/2024,22/10/2022,Sim,Não,Não
710,HP M1212nf,13/3/2024,1/3/2021,Não,Não,Sim
711,HP P2055dn,13/3/2024,12/4/2023,Sim,Não,Não
712,HP M1212nf,1/3/2024,10/4/2023,Sim,Não,Não
713,Brother 8952dw,21/5/2024,27/11/2021,Sim,Não,Não
714,HP M1212nf,27/4/2024,14/3/2021,Não,Sim,Não
715,HP Pro M201dw,7/4/2024,25/9/2022,Sim,Não,Não
716,Brother 7065dn,16/12/2024,5/11/2021,Sim,Não,Não
717,Brother 8952dw,15/2/2024,12/3/2020,Não,Sim,Não
718,Brother 8952dw,11/2/2024,23/9/2020,Sim,Não,Não
719,HP P1606dn,19/7/2024,18/6/2020,Sim,Não,Não
720,HP P1606dn,16/6/2024,14/3/2022,Sim,Não,Não
721,Brother 8157dn,15/3/2024,14/10/2020,Sim,Não,Não
722,Brother 8157dn,1/12/2024,22/5/2021,Não,Sim,Não
723,HP MFP M225dw,26/11/2024,6/5/2020,Sim,Não,Não
724,Brother 8157dn,3/3/2024,24/1/2020,Sim,Não,Não
725,Brother 7065dn,25/5/2024,23/7/2021,Sim,Não,Não
726,HP 1015,4/11/2024,1/3/2021,Sim,Não,Não
727,Brother 8157dn,16/12/2024,1/4/2023,Sim,Não,Não
728,Brother 8952dw,22/11/2024,7/9/2021,Sim,Não,Não
729,Brother L5652dn,17/2/2024,10/11/2022,Sim,Não,Não
730,HP 400M425dn,9/6/2024,6/2/2023,Sim,Não,Não
731,HP 1015,13/4/2024,9/4/2020,Sim,Não,Não
732,Brother 8157dn,28/8/2024,6/9/2020,Sim,Não,Não
733,HP P2055dn,13/2/2024,6/7/2020,Sim,Não,Não
734,HP Pro M127fn,7/9/2024,23/4/2022,Sim,Não,Não
735,HP P1606dn,6/1/2024,5/9/2023,Sim,Não,Não
736,HP P2055dn,4/8/2024,9/7/2021,Sim,Não,Não
737,HP Pro M127fn,11/9/2024,19/9/2022,Não,Sim,Não
738,HP P2055dn,20/10/2024,12/4/2021,Sim,Não,Não
739,Brother L5652dn,25/8/2024,2/2/2022,Sim,Não,Não
740,Brother 7065dn,19/7/2024,27/9/2023,Sim,Não,Não
741,Brother 8157dn,8/7/2024,9/2/2023,Não,Sim,Não
742,HP 400M425dn,25/5/2024,28/8/2023,Sim,Não,Não
743,HP M1212nf,19/5/2024,3/12/2022,Sim,Não,Não
744,HP P2055dn,5/11/2024,11/1/2021,Sim,Não,Não
745,Brother L5652dn,24/6/2024,17/1/2023,Sim,Não,Não
746,HP MFP M225dw,28/2/2024,18/7/2023,Sim,Não,Não
747,HP P2055dn,12/2/2024,15/6/2020,Sim,Não,Não
748,HP MFP M225dw,16/10/2024,24/2/2022,Sim,Não,Não
749,HP 1015,3/2/2024,21/9/2022,Sim,Não,Não
750,HP Pro M127fn,28/7/2024,8/5/2023,Não,Sim,Não
751,HP 1015,25/5/2024,27/5/2020,Sim,Não,Não
752,HP P2055dn,10/10/2024,3/4/2022,Sim,Não,Não
753,HP Pro M201dw,2/4/2024,26/11/2022,Não,Sim,Não
754,Brother L5652dn,27/6/2024,2/7/2021,Sim,Não,Não
755,HP 1015,13/9/2024,2/3/2023,Sim,Não,Não
756,HP Pro M127fn,23/7/2024,6/7/2020,Sim,Não,Não
757,Brother 7065dn,11/9/2024,2/12/2022,Sim,Não,Não
758,HP M1212nf,7/6/2024,5/6/2021,Sim,Não,Não
759,HP P1606dn,19/4/2024,24/7/2021,Não,Sim,Não
760,HP 1015,14/2/2024,20/5/2020,Não,Não,Sim
761,Brother 8157dn,9/4/2024,24/8/2022,Sim,Não,Não
762,Kyocera M2040dn,11/9/2024,1/8/2020,Não,Sim,Não
763,HP 1015,5/6/2024,10/7/2022,Sim,Não,Não
764,HP 1015,28/12/2024,26/7/2023,Sim,Não,Não
765,HP 400M425dn,18/6/2024,18/10/2023,Sim,Não,Não
766,HP P2055dn,14/3/2024,21/11/2023,Sim,Não,Não
767,Brother 7065dn,10/8/2024,5/4/2021,Sim,Não,Não
768,HP MFP M225dw,23/12/2024,14/9/2023,Sim,Não,Não
769,HP MFP M225dw,17/7/2024,4/12/2020,Não,Não,Sim
770,Brother 8157dn,18/6/2024,8/9/2020,Não,Sim,Não
771,Brother L5652dn,22/10/2024,27/11/2023,Sim,Não,Não
772,HP P2055dn,14/8/2024,7/8/2022,Sim,Não,Não
773,HP 400M425dn,2/5/2024,5/1/2021,Sim,Não,Não
774,HP P2055dn,3/2/2024,17/11/2020,Não,Sim,Não
775,Brother 8952dw,22/1/2024,13/10/2020,Sim,Não,Não
776,Brother L5652dn,10/12/2024,21/3/2022,Sim,Não,Não
777,HP P2055dn,18/11/2024,2/10/2020,Sim,Não,Não
778,Brother 8952dw,17/10/2024,4/1/2023,Sim,Não,Não
779,HP Pro M127fn,14/9/2024,21/1/2023,Sim,Não,Não
780,HP Pro M127fn,25/10/2024,13/3/2020,Não,Não,Sim
781,HP P2055dn,3/10/2024,24/8/2022,Sim,Não,Não
782,Brother 8952dw,10/12/2024,8/1/2020,Não,Sim,Não
783,HP P2055dn,28/7/2024,2/3/2020,Sim,Não,Não
784,HP M1212nf,14/2/2024,26/12/2020,Sim,Não,Não
785,Brother 8952dw,4/10/2024,6/7/2022,Não,Sim,Não
786,HP P2055dn,5/5/2024,25/11/2023,Não,Sim,Não
787,HP M1212nf,20/9/2024,1/3/2020,Não,Sim,Não
788,Brother L5652dn,18/4/2024,6/9/2023,Sim,Não,Não
789,Brother L5652dn,3/3/2024,11/7/2023,Sim,Não,Não
790,HP P2055dn,2/1/2024,8/4/2021,Não,Sim,Não
791,Brother 7065dn,13/3/2024,16/4/2020,Sim,Não,Não
792,Kyocera M2040dn,19/4/2024,1/6/2021,Não,Sim,Não
793,HP P2055dn,15/3/2024,16/11/2023,Sim,Não,Não
794,Brother 7065dn,12/10/2024,4/6/2022,Sim,Não,Não
795,HP P1606dn,18/10/2024,21/1/2020,Não,Sim,Não
796,Kyocera M2040dn,27/6/2024,11/6/2022,Não,Sim,Não
797,HP P2055dn,20/8/2024,5/8/2020,Sim,Não,Não
798,Brother 8952dw,13/4/2024,25/3/2020,Sim,Não,Não
799,Kyocera M2040dn,23/1/2024,10/10/2023,Sim,Não,Não
800,HP P2055dn,20/6/2024,2/7/2020,Sim,Não,Não
